PROCEDURE_CODE,CPT4_CODE,CPT4_DESCRIPTION
130473,0148T,"Computed tomography, heart, with contrast material(s), including noncontrast images, if performed, cardiac gating and 3D image postprocessing; cardiac structure and morphology and computed tomographic angiography of coronary arteries (including native and anomalous coronary arteries, coronary bypass grafts), without quantitative evaluation of coronary calcium"
130474,0149T,"Computed tomography, heart, with contrast material(s), including noncontrast images, if performed, cardiac gating and 3D image postprocessing; cardiac structure and morphology and computed tomographic angiography of coronary arteries (including native and anomalous coronary arteries, coronary bypass grafts), with quantitative evaluation of coronary calcium"
130476,0151T,"Computed tomography, heart, with contrast material(s), including noncontrast images, if performed, cardiac gating and 3D image postprocessing, function evaluation (left and right ventricular function, ejection-fraction and segmental wall motion) (List separately in addition to code for primary procedure)"
130477,0163T,"Total disc arthroplasty (artificial disc), anterior approach, including discectomy to prepare interspace (other than for decompression), each additional interspace, lumbar (List separately in addition to code for primary procedure)"
130480,0171T,"Insertion of posterior spinous process distraction device (including necessary removal of bone or ligament for insertion and imaging guidance), lumbar; single level"
130484,0175T,"Computer-aided detection (CAD) (computer algorithm analysis of digital image data for lesion detection) with further physician review for interpretation and report, with or without digitization of film radiographic images, chest radiograph(s), performed remote from primary interpretation"
130506,01931,"Anesthesia for therapeutic interventional radiological procedures involving the venous/lymphatic system (not to include access to the central circulation); intrahepatic or portal circulation (eg, transvenous intrahepatic portosystemic shunt[s] [TIPS])"
130509,01936,Anesthesia for percutaneous image guided procedures on the spine and spinal cord; therapeutic
130515,0195T,"Arthrodesis, pre-sacral interbody technique, including instrumentation, imaging (when performed), and discectomy to prepare interspace, lumbar; single interspace"
130516,0196T,"Arthrodesis, pre-sacral interbody technique, including instrumentation, imaging (when performed), and discectomy to prepare interspace, lumbar; each additional interspace (List separately in addition to code for primary procedure)"
130532,1050F,History obtained regarding new or changing moles (ML)
130542,11001,"Debridement of extensive eczematous or infected skin; each additional 10% of the body surface, or part thereof (List separately in addition to code for primary procedure)"
130543,11008,"Removal of prosthetic material or mesh, abdominal wall for infection (eg, for chronic or recurrent mesh infection or necrotizing soft tissue infection) (List separately in addition to code for primary procedure)"
130546,11056,"Paring or cutting of benign hyperkeratotic lesion (eg, corn or callus); 2 to 4 lesions"
130547,11057,"Paring or cutting of benign hyperkeratotic lesion (eg, corn or callus); more than 4 lesions"
130553,11201,"Removal of skin tags, multiple fibrocutaneous tags, any area; each additional 10 lesions, or part thereof (List separately in addition to code for primary procedure)"
130566,11720,Debridement of nail(s) by any method(s); 1 to 5
130567,11721,Debridement of nail(s) by any method(s); 6 or more
130568,11750,"Excision of nail and nail matrix, partial or complete (eg, ingrown or deformed nail), for permanent removal;"
130569,11752,"Excision of nail and nail matrix, partial or complete (eg, ingrown or deformed nail), for permanent removal; with amputation of tuft of distal phalanx"
130570,11900,"Injection, intralesional; up to and including 7 lesions"
130571,11901,"Injection, intralesional; more than 7 lesions"
130572,11922,"Tattooing, intradermal introduction of insoluble opaque pigments to correct color defects of skin, including micropigmentation; each additional 20.0 sq cm, or part thereof (List separately in addition to code for primary procedure)"
130573,12031,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 2.5 cm or less"
130574,12032,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 2.6 cm to 7.5 cm"
130575,12034,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 7.6 cm to 12.5 cm"
130576,12035,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 12.6 cm to 20.0 cm"
130577,12036,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 20.1 cm to 30.0 cm"
130578,12037,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); over 30.0 cm"
130579,12041,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; 2.5 cm or less"
130580,12042,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; 2.6 cm to 7.5 cm"
130581,12044,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; 7.6 cm to 12.5 cm"
130582,12045,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; 12.6 cm to 20.0 cm"
130583,12046,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; 20.1 cm to 30.0 cm"
130585,12051,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.5 cm or less"
130586,12052,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.6 cm to 5.0 cm"
130587,12053,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 5.1 cm to 7.5 cm"
130588,12054,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 7.6 cm to 12.5 cm"
130589,12055,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 12.6 cm to 20.0 cm"
130590,12056,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 20.1 cm to 30.0 cm"
130591,12057,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; over 30.0 cm"
130592,15003,"Surgical preparation or creation of recipient site by excision of open wounds, burn eschar, or scar (including subcutaneous tissues), or incisional release of scar contracture, trunk, arms, legs; each additional 100 sq cm, or part thereof, or each additional 1% of body area of infants and children (List separately in addition to code for primary procedure)"
130593,15005,"Surgical preparation or creation of recipient site by excision of open wounds, burn eschar, or scar (including subcutaneous tissues), or incisional release of scar contracture, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet and/or multiple digits; each additional 100 sq cm, or part thereof, or each additional 1% of body area of infants and children (List separately in addition to code for primary procedure)"
130594,15201,"Full thickness graft, free, including direct closure of donor site, trunk; each additional 20 sq cm, or part thereof (List separately in addition to code for primary procedure)"
130595,15221,"Full thickness graft, free, including direct closure of donor site, scalp, arms, and/or legs; each additional 20 sq cm, or part thereof (List separately in addition to code for primary procedure)"
130596,15241,"Full thickness graft, free, including direct closure of donor site, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands, and/or feet; each additional 20 sq cm, or part thereof (List separately in addition to code for primary procedure)"
130597,15261,"Full thickness graft, free, including direct closure of donor site, nose, ears, eyelids, and/or lips; each additional 20 sq cm, or part thereof (List separately in addition to code for primary procedure)"
130599,15783,"Dermabrasion; superficial, any site (eg, tattoo removal)"
130600,17110,"Destruction (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), of benign lesions other than skin tags or cutaneous vascular proliferative lesions; up to 14 lesions"
130601,17111,"Destruction (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), of benign lesions other than skin tags or cutaneous vascular proliferative lesions; 15 or more lesions"
130603,19297,"Placement of radiotherapy afterloading expandable catheter (single or multichannel) into the breast for interstitial radioelement application following partial mastectomy, includes imaging guidance; concurrent with partial mastectomy (List separately in addition to code for primary procedure)"
130604,2000F,"Blood pressure measured (CAD, CKD, HF, HTN)(DM)"
130605,2001F,"Weight recorded (HF, PAG)"
130613,2029F,Complete physical skin exam performed (ML)
130619,20552,"Injection(s); single or multiple trigger point(s), 1 or 2 muscle(s)"
130620,20553,"Injection(s); single or multiple trigger point(s), 3 or more muscle(s)"
130622,20670,"Removal of implant; superficial (eg, buried wire, pin or rod) (separate procedure)"
130623,20693,"Adjustment or revision of external fixation system requiring anesthesia (eg, new pin[s] or wire[s] and/or new ring[s] or bar[s])"
130626,20930,Allograft for spine surgery only; morselized (List separately in addition to code for primary procedure)
130627,20931,Allograft for spine surgery only; structural (List separately in addition to code for primary procedure)
130628,20936,"Autograft for spine surgery only (includes harvesting the graft); local (eg, ribs, spinous process, or laminar fragments) obtained from same incision (List separately in addition to code for primary procedure)"
130629,20937,Autograft for spine surgery only (includes harvesting the graft); morselized (through separate skin or fascial incision) (List separately in addition to code for primary procedure)
130630,20938,"Autograft for spine surgery only (includes harvesting the graft); structural, bicortical or tricortical (through separate skin or fascial incision) (List separately in addition to code for primary procedure)"
130632,21073,"Manipulation of temporomandibular joint(s) (TMJ), therapeutic, requiring an anesthesia service (ie, general or monitored anesthesia care)"
130633,21122,"Genioplasty; sliding osteotomies, 2 or more osteotomies (eg, wedge excision or bone wedge reversal for asymmetrical chin)"
130634,21142,"Reconstruction midface, LeFort I; 2 pieces, segment movement in any direction, without bone graft"
130635,21143,"Reconstruction midface, LeFort I; 3 or more pieces, segment movement in any direction, without bone graft"
130636,21146,"Reconstruction midface, LeFort I; 2 pieces, segment movement in any direction, requiring bone grafts (includes obtaining autografts) (eg, ungrafted unilateral alveolar cleft)"
130645,22840,"Posterior non-segmental instrumentation (eg, Harrington rod technique, pedicle fixation across one interspace, atlantoaxial transarticular screw fixation, sublaminar wiring at C1, facet screw fixation) (List separately in addition to code for primary procedure)"
130646,22841,Internal spinal fixation by wiring of spinous processes (List separately in addition to code for primary procedure)
130647,22842,"Posterior segmental instrumentation (eg, pedicle fixation, dual rods with multiple hooks and sublaminar wires); 3 to 6 vertebral segments (List separately in addition to code for primary procedure)"
130648,22843,"Posterior segmental instrumentation (eg, pedicle fixation, dual rods with multiple hooks and sublaminar wires); 7 to 12 vertebral segments (List separately in addition to code for primary procedure)"
130649,22844,"Posterior segmental instrumentation (eg, pedicle fixation, dual rods with multiple hooks and sublaminar wires); 13 or more vertebral segments (List separately in addition to code for primary procedure)"
130650,22845,Anterior instrumentation; 2 to 3 vertebral segments (List separately in addition to code for primary procedure)
130651,22846,Anterior instrumentation; 4 to 7 vertebral segments (List separately in addition to code for primary procedure)
130652,22847,Anterior instrumentation; 8 or more vertebral segments (List separately in addition to code for primary procedure)
130653,22848,Pelvic fixation (attachment of caudal end of instrumentation to pelvic bony structures) other than sacrum (List separately in addition to code for primary procedure)
130654,22851,"Application of intervertebral biomechanical device(s) (eg, synthetic cage(s), threaded bone dowel(s), methylmethacrylate) to vertebral defect or interspace (List separately in addition to code for primary procedure)"
130655,22856,"Total disc arthroplasty (artificial disc), anterior approach, including discectomy with end plate preparation (includes osteophytectomy for nerve root or spinal cord decompression and microdissection), single interspace, cervical"
130656,22857,"Total disc arthroplasty (artificial disc), anterior approach, including discectomy to prepare interspace (other than for decompression), single interspace, lumbar"
130657,22861,"Revision including replacement of total disc arthroplasty (artificial disc), anterior approach, single interspace; cervical"
130658,22862,"Revision including replacement of total disc arthroplasty (artificial disc), anterior approach, single interspace; lumbar"
130659,22864,"Removal of total disc arthroplasty (artificial disc), anterior approach, single interspace; cervical"
130660,22865,"Removal of total disc arthroplasty (artificial disc), anterior approach, single interspace; lumbar"
130661,23515,"Open treatment of clavicular fracture, includes internal fixation, when performed"
130662,23585,"Open treatment of scapular fracture (body, glenoid or acromion) includes internal fixation, when performed"
130663,23615,"Open treatment of proximal humeral (surgical or anatomical neck) fracture, includes internal fixation, when performed, includes repair of tuberosity(s), when performed;"
130664,23616,"Open treatment of proximal humeral (surgical or anatomical neck) fracture, includes internal fixation, when performed, includes repair of tuberosity(s), when performed; with proximal humeral prosthetic replacement"
130665,23630,"Open treatment of greater humeral tuberosity fracture, includes internal fixation, when performed"
130666,23670,"Open treatment of shoulder dislocation, with fracture of greater humeral tuberosity, includes internal fixation, when performed"
130667,23680,"Open treatment of shoulder dislocation, with surgical or anatomical neck fracture, includes internal fixation, when performed"
130668,24357,"Tenotomy, elbow, lateral or medial (eg, epicondylitis, tennis elbow, golfer's elbow); percutaneous"
130669,24358,"Tenotomy, elbow, lateral or medial (eg, epicondylitis, tennis elbow, golfer's elbow); debridement, soft tissue and/or bone, open"
130670,24359,"Tenotomy, elbow, lateral or medial (eg, epicondylitis, tennis elbow, golfer's elbow); debridement, soft tissue and/or bone, open with tendon repair or reattachment"
130671,24545,"Open treatment of humeral supracondylar or transcondylar fracture, includes internal fixation, when performed; without intercondylar extension"
130672,24546,"Open treatment of humeral supracondylar or transcondylar fracture, includes internal fixation, when performed; with intercondylar extension"
130673,24575,"Open treatment of humeral epicondylar fracture, medial or lateral, includes internal fixation, when performed"
130674,24579,"Open treatment of humeral condylar fracture, medial or lateral, includes internal fixation, when performed"
130675,24635,"Open treatment of Monteggia type of fracture dislocation at elbow (fracture proximal end of ulna with dislocation of radial head), includes internal fixation, when performed"
130676,24665,"Open treatment of radial head or neck fracture, includes internal fixation or radial head excision, when performed;"
130677,24666,"Open treatment of radial head or neck fracture, includes internal fixation or radial head excision, when performed; with radial head prosthetic replacement"
130678,24670,"Closed treatment of ulnar fracture, proximal end (eg, olecranon or coronoid process[es]); without manipulation"
130679,24675,"Closed treatment of ulnar fracture, proximal end (eg, olecranon or coronoid process[es]); with manipulation"
130680,24685,"Open treatment of ulnar fracture, proximal end (eg, olecranon or coronoid process[es]), includes internal fixation, when performed"
130681,25515,"Open treatment of radial shaft fracture, includes internal fixation, when performed"
130682,25525,"Open treatment of radial shaft fracture, includes internal fixation, when performed, and closed treatment of distal radioulnar joint dislocation (Galeazzi fracture/ dislocation), includes percutaneous skeletal fixation, when performed"
130683,25526,"Open treatment of radial shaft fracture, includes internal fixation, when performed, and open treatment of distal radioulnar joint dislocation (Galeazzi fracture/ dislocation), includes internal fixation, when performed, includes repair of triangular fibrocartilage complex"
130684,25545,"Open treatment of ulnar shaft fracture, includes internal fixation, when performed"
130685,25574,"Open treatment of radial AND ulnar shaft fractures, with internal fixation, when performed; of radius OR ulna"
130686,25575,"Open treatment of radial AND ulnar shaft fractures, with internal fixation, when performed; of radius AND ulna"
130687,25628,"Open treatment of carpal scaphoid (navicular) fracture, includes internal fixation, when performed"
130688,25630,"Closed treatment of carpal bone fracture (excluding carpal scaphoid [navicular]); without manipulation, each bone"
130689,25635,"Closed treatment of carpal bone fracture (excluding carpal scaphoid [navicular]); with manipulation, each bone"
130690,25645,"Open treatment of carpal bone fracture (other than carpal scaphoid [navicular]), each bone"
130691,26517,"Capsulodesis, metacarpophalangeal joint; 2 digits"
130693,26546,"Repair non-union, metacarpal or phalanx (includes obtaining bone graft with or without external or internal fixation)"
130694,26615,"Open treatment of metacarpal fracture, single, includes internal fixation, when performed, each bone"
130695,26650,"Percutaneous skeletal fixation of carpometacarpal fracture dislocation, thumb (Bennett fracture), with manipulation"
130696,26665,"Open treatment of carpometacarpal fracture dislocation, thumb (Bennett fracture), includes internal fixation, when performed"
130697,26685,"Open treatment of carpometacarpal dislocation, other than thumb; includes internal fixation, when performed, each joint"
130698,26686,"Open treatment of carpometacarpal dislocation, other than thumb; complex, multiple, or delayed reduction"
130699,26715,"Open treatment of metacarpophalangeal dislocation, single, includes internal fixation, when performed"
130700,26735,"Open treatment of phalangeal shaft fracture, proximal or middle phalanx, finger or thumb, includes internal fixation, when performed, each"
130701,26746,"Open treatment of articular fracture, involving metacarpophalangeal or interphalangeal joint, includes internal fixation, when performed, each"
130702,26765,"Open treatment of distal phalangeal fracture, finger or thumb, includes internal fixation, when performed, each"
130703,26785,"Open treatment of interphalangeal joint dislocation, includes internal fixation, when performed, single"
130704,27027,"Decompression fasciotomy(ies), pelvic (buttock) compartment(s) (eg, gluteus medius-minimus, gluteus maximus, iliopsoas, and/or tensor fascia lata muscle), unilateral"
130706,27215,"Open treatment of iliac spine(s), tuberosity avulsion, or iliac wing fracture(s), unilateral, for pelvic bone fracture patterns that do not disrupt the pelvic ring, includes internal fixation, when performed"
130710,27248,"Open treatment of greater trochanteric fracture, includes internal fixation, when performed"
130711,27267,"Closed treatment of femoral fracture, proximal end, head; without manipulation"
130713,27269,"Open treatment of femoral fracture, proximal end, head, includes internal fixation, when performed"
130714,27396,"Transplant or transfer (with muscle redirection or rerouting), thigh (eg, extensor to flexor); single tendon"
130716,27416,"Osteochondral autograft(s), knee, open (eg, mosaicplasty) (includes harvesting of autograft[s])"
130717,27455,"Osteotomy, proximal tibia, including fibular excision or osteotomy (includes correction of genu varus [bowleg] or genu valgus [knock-knee]); before epiphyseal closure"
130718,27457,"Osteotomy, proximal tibia, including fibular excision or osteotomy (includes correction of genu varus [bowleg] or genu valgus [knock-knee]); after epiphyseal closure"
130719,27495,"Prophylactic treatment (nailing, pinning, plating, or wiring) with or without methylmethacrylate, femur"
130720,27511,"Open treatment of femoral supracondylar or transcondylar fracture without intercondylar extension, includes internal fixation, when performed"
130721,27513,"Open treatment of femoral supracondylar or transcondylar fracture with intercondylar extension, includes internal fixation, when performed"
130722,27514,"Open treatment of femoral fracture, distal end, medial or lateral condyle, includes internal fixation, when performed"
130723,27519,"Open treatment of distal femoral epiphyseal separation, includes internal fixation, when performed"
130724,27535,"Open treatment of tibial fracture, proximal (plateau); unicondylar, includes internal fixation, when performed"
130725,27540,"Open treatment of intercondylar spine(s) and/or tuberosity fracture(s) of the knee, includes internal fixation, when performed"
130726,27556,"Open treatment of knee dislocation, includes internal fixation, when performed; without primary ligamentous repair or augmentation/reconstruction"
130729,27726,Repair of fibula nonunion and/or malunion with internal fixation
130730,27758,"Open treatment of tibial shaft fracture (with or without fibular fracture), with plate/screws, with or without cerclage"
130731,27766,"Open treatment of medial malleolus fracture, includes internal fixation, when performed"
130732,27767,Closed treatment of posterior malleolus fracture; without manipulation
130733,27768,Closed treatment of posterior malleolus fracture; with manipulation
130734,27769,"Open treatment of posterior malleolus fracture, includes internal fixation, when performed"
130735,27784,"Open treatment of proximal fibula or shaft fracture, includes internal fixation, when performed"
130736,27792,"Open treatment of distal fibular fracture (lateral malleolus), includes internal fixation, when performed"
130737,27808,"Closed treatment of bimalleolar ankle fracture (eg, lateral and medial malleoli, or lateral and posterior malleoli or medial and posterior malleoli); without manipulation"
130738,27810,"Closed treatment of bimalleolar ankle fracture (eg, lateral and medial malleoli, or lateral and posterior malleoli or medial and posterior malleoli); with manipulation"
130739,27814,"Open treatment of bimalleolar ankle fracture (eg, lateral and medial malleoli, or lateral and posterior malleoli, or medial and posterior malleoli), includes internal fixation, when performed"
130740,27822,"Open treatment of trimalleolar ankle fracture, includes internal fixation, when performed, medial and/or lateral malleolus; without fixation of posterior lip"
130741,27823,"Open treatment of trimalleolar ankle fracture, includes internal fixation, when performed, medial and/or lateral malleolus; with fixation of posterior lip"
130742,27826,"Open treatment of fracture of weight bearing articular surface/portion of distal tibia (eg, pilon or tibial plafond), with internal fixation, when performed; of fibula only"
130743,27827,"Open treatment of fracture of weight bearing articular surface/portion of distal tibia (eg, pilon or tibial plafond), with internal fixation, when performed; of tibia only"
130744,27828,"Open treatment of fracture of weight bearing articular surface/portion of distal tibia (eg, pilon or tibial plafond), with internal fixation, when performed; of both tibia and fibula"
130745,27829,"Open treatment of distal tibiofibular joint (syndesmosis) disruption, includes internal fixation, when performed"
130747,28415,"Open treatment of calcaneal fracture, includes internal fixation, when performed;"
130748,28420,"Open treatment of calcaneal fracture, includes internal fixation, when performed; with primary iliac or other autogenous bone graft (includes obtaining graft)"
130749,28445,"Open treatment of talus fracture, includes internal fixation, when performed"
130751,28465,"Open treatment of tarsal bone fracture (except talus and calcaneus), includes internal fixation, when performed, each"
130752,28485,"Open treatment of metatarsal fracture, includes internal fixation, when performed, each"
130753,28505,"Open treatment of fracture, great toe, phalanx or phalanges, includes internal fixation, when performed"
130754,28525,"Open treatment of fracture, phalanx or phalanges, other than great toe, includes internal fixation, when performed, each"
130755,28555,"Open treatment of tarsal bone dislocation, includes internal fixation, when performed"
130756,28585,"Open treatment of talotarsal joint dislocation, includes internal fixation, when performed"
130757,28615,"Open treatment of tarsometatarsal joint dislocation, includes internal fixation, when performed"
130758,28645,"Open treatment of metatarsophalangeal joint dislocation, includes internal fixation, when performed"
130760,29828,"Arthroscopy, shoulder, surgical; biceps tenodesis"
130761,29855,"Arthroscopically aided treatment of tibial fracture, proximal (plateau); unicondylar, includes internal fixation, when performed (includes arthroscopy)"
130763,29866,"Arthroscopy, knee, surgical; osteochondral autograft(s) (eg, mosaicplasty) (includes harvesting of the autograft[s])"
130764,29904,"Arthroscopy, subtalar joint, surgical; with removal of loose body or foreign body"
130766,29906,"Arthroscopy, subtalar joint, surgical; with debridement"
130772,3025F,"Spirometry test results demonstrate FEV1/FVC less than 70% with COPD symptoms (eg, dyspnea, cough/sputum, wheezing) (CAP, COPD)"
130779,3044F,Most recent hemoglobin A1c (HbA1c) level less than 7.0% (DM)
130781,3046F,Most recent hemoglobin A1c level greater than 9.0% (DM)
130808,3130F,Upper gastrointestinal endoscopy performed (GERD)
130809,3132F,Documentation of referral for upper gastrointestinal endoscopy (GERD)
130812,3142F,Barium swallow test ordered (GERD)
130816,31620,Endobronchial ultrasound (EBUS) during bronchoscopic diagnostic or therapeutic intervention(s) (List separately in addition to code for primary procedure[s])
130817,31641,"Bronchoscopy (rigid or flexible); with destruction of tumor or relief of stenosis by any method other than excision (eg, laser therapy, cryotherapy)"
130830,32421,"Thoracentesis, puncture of pleural cavity for aspiration, initial or subsequent"
130831,32422,"Thoracentesis with insertion of tube, includes water seal (eg, for pneumothorax), when performed (separate procedure)"
130832,32550,Insertion of indwelling tunneled pleural catheter with cuff
130833,32551,"Tube thoracostomy, includes water seal (eg, for abscess, hemothorax, empyema), when performed (separate procedure)"
130874,33257,"Operative tissue ablation and reconstruction of atria, performed at the time of other cardiac procedure(s), limited (eg, modified maze procedure) (List separately in addition to code for primary procedure)"
130875,33258,"Operative tissue ablation and reconstruction of atria, performed at the time of other cardiac procedure(s), extensive (eg, maze procedure), without cardiopulmonary bypass (List separately in addition to code for primary procedure)"
130876,33259,"Operative tissue ablation and reconstruction of atria, performed at the time of other cardiac procedure(s), extensive (eg, maze procedure), with cardiopulmonary bypass (List separately in addition to code for primary procedure)"
130887,33517,"Coronary artery bypass, using venous graft(s) and arterial graft(s); single vein graft (List separately in addition to code for primary procedure)"
130888,33518,"Coronary artery bypass, using venous graft(s) and arterial graft(s); two venous grafts (List separately in addition to code for primary procedure)"
130889,33519,"Coronary artery bypass, using venous graft(s) and arterial graft(s); three venous grafts (List separately in addition to code for primary procedure)"
130891,33521,"Coronary artery bypass, using venous graft(s) and arterial graft(s); four venous grafts (List separately in addition to code for primary procedure)"
130892,33522,"Coronary artery bypass, using venous graft(s) and arterial graft(s); five venous grafts (List separately in addition to code for primary procedure)"
130896,33548,"Surgical ventricular restoration procedure, includes prosthetic patch, when performed (eg, ventricular remodeling, SVR, SAVER, Dor procedures)"
130900,35523,"Bypass graft, with vein; brachial-ulnar or -radial"
130902,35570,"Bypass graft, with vein; tibial-tibial, peroneal-tibial, or tibial/peroneal trunk-tibial"
130903,35600,"Harvest of upper extremity artery, one segment, for coronary artery bypass procedure (List separately in addition to code for primary procedure)"
130905,35633,"Bypass graft, with other than vein; ilio-mesenteric"
130906,35634,"Bypass graft, with other than vein; iliorenal"
130907,36591,Collection of blood specimen from a completely implantable venous access device
130908,36592,"Collection of blood specimen using established central or peripheral catheter, venous, not otherwise specified"
130909,36593,Declotting by thrombolytic agent of implanted vascular access device or catheter
130910,37205,"Transcatheter placement of an intravascular stent(s) (except coronary, carotid, and vertebral vessel), percutaneous; initial vessel"
130911,37206,"Transcatheter placement of an intravascular stent(s) (except coronary, carotid, and vertebral vessel), percutaneous; each additional vessel (List separately in addition to code for primary procedure)"
130912,37207,"Transcatheter placement of an intravascular stent(s) (non-coronary vessel), open; initial vessel"
130914,4000F,"Tobacco use cessation intervention, counseling (COPD, CAP, CAD)(DM)(PV)"
130915,4001F,"Tobacco use cessation intervention, pharmacologic therapy (COPD, CAD, CAP, PV) (DM)(PV)"
130919,4012F,Warfarin therapy prescribed (HF)
130923,4037F,"Influenza immunization ordered or administered (COPD, PV, CKD, ESRD)"
130969,41512,"Tongue base suspension, permanent suture technique"
131015,43273,Endoscopic cannulation of papilla with direct visualization of common bile duct(s) and/or pancreatic duct(s) (List separately in addition to code(s) for primary procedure)
131016,43279,"Laparoscopy, surgical, esophagomyotomy (Heller type), with fundoplasty, when performed"
131017,43460,"Esophagogastric tamponade, with balloon (Sengstaken type)"
131018,43635,Vagotomy when performed with partial distal gastrectomy (List separately in addition to code[s] for primary procedure)
131019,43760,"Change of gastrostomy tube, percutaneous, without imaging or endoscopic guidance"
131020,43761,"Repositioning of the gastric feeding tube, through the duodenum for enteric nutrition"
131021,43770,"Laparoscopy, surgical, gastric restrictive procedure; placement of adjustable gastric restrictive device (eg, gastric band and subcutaneous port components)"
131022,43771,"Laparoscopy, surgical, gastric restrictive procedure; revision of adjustable gastric restrictive device component only"
131023,43772,"Laparoscopy, surgical, gastric restrictive procedure; removal of adjustable gastric restrictive device component only"
131024,43773,"Laparoscopy, surgical, gastric restrictive procedure; removal and replacement of adjustable gastric restrictive device component only"
131025,43774,"Laparoscopy, surgical, gastric restrictive procedure; removal of adjustable gastric restrictive device and subcutaneous port components"
131026,43848,"Revision, open, of gastric restrictive procedure for morbid obesity, other than adjustable gastric restrictive device (separate procedure)"
131027,44300,"Placement, enterostomy or cecostomy, tube open (eg, for feeding or decompression) (separate procedure)"
131028,45190,"Destruction of rectal tumor (eg, electrodesiccation, electrosurgery, laser ablation, laser resection, cryosurgery) transanal approach"
131029,46930,"Destruction of internal hemorrhoid(s) by thermal energy (eg, infrared coagulation, cautery, radiofrequency)"
131032,49203,"Excision or destruction, open, intra-abdominal tumors, cysts or endometriomas, 1 or more peritoneal, mesenteric, or retroperitoneal primary or secondary tumors; largest tumor 5 cm diameter or less"
131033,49204,"Excision or destruction, open, intra-abdominal tumors, cysts or endometriomas, 1 or more peritoneal, mesenteric, or retroperitoneal primary or secondary tumors; largest tumor 5.1-10.0 cm diameter"
131034,49205,"Excision or destruction, open, intra-abdominal tumors, cysts or endometriomas, 1 or more peritoneal, mesenteric, or retroperitoneal primary or secondary tumors; largest tumor greater than 10.0 cm diameter"
131035,49440,"Insertion of gastrostomy tube, percutaneous, under fluoroscopic guidance including contrast injection(s), image documentation and report"
131036,49441,"Insertion of duodenostomy or jejunostomy tube, percutaneous, under fluoroscopic guidance including contrast injection(s), image documentation and report"
131038,49446,"Conversion of gastrostomy tube to gastro-jejunostomy tube, percutaneous, under fluoroscopic guidance including contrast injection(s), image documentation and report"
131039,49450,"Replacement of gastrostomy or cecostomy (or other colonic) tube, percutaneous, under fluoroscopic guidance including contrast injection(s), image documentation and report"
131040,49451,"Replacement of duodenostomy or jejunostomy tube, percutaneous, under fluoroscopic guidance including contrast injection(s), image documentation and report"
131041,49452,"Replacement of gastro-jejunostomy tube, percutaneous, under fluoroscopic guidance including contrast injection(s), image documentation and report"
131042,49460,"Mechanical removal of obstructive material from gastrostomy, duodenostomy, jejunostomy, gastro-jejunostomy, or cecostomy (or other colonic) tube, any method, under fluoroscopic guidance including contrast injection(s), if performed, image documentation and report"
131043,49465,"Contrast injection(s) for radiological evaluation of existing gastrostomy, duodenostomy, jejunostomy, gastro-jejunostomy, or cecostomy (or other colonic) tube, from a percutaneous approach including image documentation and report"
131044,49568,Implantation of mesh or other prosthesis for open incisional or ventral hernia repair or mesh for closure of debridement for necrotizing soft tissue infection (List separately in addition to code for the incisional or ventral hernia repair)
131045,49652,"Laparoscopy, surgical, repair, ventral, umbilical, spigelian or epigastric hernia (includes mesh insertion, when performed); reducible"
131046,49653,"Laparoscopy, surgical, repair, ventral, umbilical, spigelian or epigastric hernia (includes mesh insertion, when performed); incarcerated or strangulated"
131047,49654,"Laparoscopy, surgical, repair, incisional hernia (includes mesh insertion, when performed); reducible"
131048,49655,"Laparoscopy, surgical, repair, incisional hernia (includes mesh insertion, when performed); incarcerated or strangulated"
131049,49656,"Laparoscopy, surgical, repair, recurrent incisional hernia (includes mesh insertion, when performed); reducible"
131050,49657,"Laparoscopy, surgical, repair, recurrent incisional hernia (includes mesh insertion, when performed); incarcerated or strangulated"
131051,5005F,Patient counseled on self-examination for new or changing moles (ML)
